timestamp,traffic_volume,weather,is_holiday,temperature,humidity,weather_condition
2023-01-02 20:00:00,2874,Rainy,0,9.0,21.2,Rainy
2023-01-02 21:00:00,2662,Sunny,0,15.1,90.3,Sunny
2023-01-02 22:00:00,1413,Rainy,0,20.3,32.4,Rainy
2023-01-02 23:00:00,1528,Sunny,0,18.0,88.9,Sunny
2023-01-03 00:00:00,2606,Rainy,0,14.3,46.4,Rainy
2023-01-03 01:00:00,825,Sunny,0,15.2,49.5,Sunny
2023-01-03 02:00:00,4064,Sunny,1,-1.2,23.1,Sunny
2023-01-03 03:00:00,84,Cloudy,0,30.6,46.2,Cloudy
2023-01-03 04:00:00,3202,Cloudy,0,17.1,91.1,Cloudy
2023-01-03 05:00:00,2005,Sunny,0,-3.4,22.0,Sunny
2023-01-03 06:00:00,1635,Sunny,0,28.3,52.5,Sunny
2023-01-03 07:00:00,3993,Cloudy,0,36.6,22.5,Cloudy
2023-01-03 08:00:00,3123,Sunny,0,37.4,49.7,Sunny
2023-01-03 09:00:00,1071,Sunny,0,8.5,33.8,Sunny
2023-01-03 10:00:00,3511,Rainy,0,-3.2,40.2,Rainy
2023-01-03 11:00:00,2663,Sunny,0,15.9,90.2,Sunny
2023-01-03 12:00:00,3893,Sunny,0,-4.4,54.9,Sunny
2023-01-03 13:00:00,1550,Sunny,0,36.7,41.9,Sunny
2023-01-03 14:00:00,4848,Cloudy,0,-0.8,67.1,Cloudy
2023-01-03 15:00:00,211,Rainy,0,2.6,31.4,Rainy
2023-01-03 16:00:00,4347,Rainy,0,10.3,40.8,Rainy
2023-01-03 17:00:00,2031,Rainy,0,9.2,63.7,Rainy
2023-01-03 18:00:00,1045,Sunny,0,29.7,39.0,Sunny
2023-01-03 19:00:00,4961,Rainy,0,12.8,74.3,Rainy
2023-01-03 20:00:00,3392,Sunny,0,-1.5,59.3,Sunny
2023-01-03 21:00:00,4601,Sunny,0,3.4,81.8,Sunny
2023-01-03 22:00:00,3848,Cloudy,0,15.5,95.9,Cloudy
2023-01-03 23:00:00,1325,Sunny,0,-2.6,29.3,Sunny
2023-01-04 00:00:00,1066,Rainy,0,20.6,46.8,Rainy
2023-01-04 01:00:00,387,Sunny,0,18.3,45.6,Sunny
2023-01-04 02:00:00,928,Sunny,0,25.7,32.1,Sunny
2023-01-04 03:00:00,1126,Rainy,0,36.9,84.8,Rainy
2023-01-04 04:00:00,4937,Sunny,1,35.6,80.8,Sunny
2023-01-04 05:00:00,4043,Sunny,0,37.3,58.8,Sunny
2023-01-04 06:00:00,4909,Rainy,0,2.2,63.0,Rainy
2023-01-04 07:00:00,429,Sunny,0,-3.4,24.8,Sunny
2023-01-04 08:00:00,542,Sunny,0,5.1,64.4,Sunny
2023-01-04 09:00:00,2112,Sunny,0,34.8,83.3,Sunny
2023-01-04 10:00:00,3934,Sunny,0,38.6,65.9,Sunny
2023-01-04 11:00:00,114,Sunny,0,33.0,41.2,Sunny
2023-01-04 12:00:00,2618,Sunny,0,-4.5,73.4,Sunny
2023-01-04 13:00:00,2077,Rainy,0,37.4,48.9,Rainy
2023-01-04 14:00:00,2745,Cloudy,0,11.2,63.6,Cloudy
2023-01-04 15:00:00,1545,Cloudy,0,-9.5,59.0,Cloudy
2023-01-04 16:00:00,441,Sunny,0,12.1,50.5,Sunny
2023-01-04 17:00:00,4564,Sunny,0,-7.7,77.5,Sunny
2023-01-04 18:00:00,4524,Rainy,0,17.2,90.7,Rainy
2023-01-04 19:00:00,3611,Rainy,1,6.9,20.4,Rainy
2023-01-04 20:00:00,2328,Cloudy,0,13.7,94.7,Cloudy
2023-01-04 21:00:00,3149,Rainy,1,20.7,60.9,Rainy
2023-01-04 22:00:00,250,Snowy,0,33.4,76.1,Snowy
2023-01-04 23:00:00,4925,Rainy,0,23.1,88.4,Rainy
2023-01-05 00:00:00,3154,Cloudy,0,11.7,57.4,Cloudy
2023-01-05 01:00:00,4648,Rainy,0,31.0,86.8,Rainy
2023-01-05 02:00:00,2504,Sunny,0,35.3,34.2,Sunny
2023-01-05 03:00:00,3695,Sunny,0,-4.0,32.7,Sunny
2023-01-05 04:00:00,854,Rainy,0,16.6,72.6,Rainy
2023-01-05 05:00:00,2781,Sunny,0,4.2,89.6,Sunny
2023-01-05 06:00:00,2823,Rainy,0,-7.6,91.4,Rainy
2023-01-05 07:00:00,1620,Sunny,0,23.4,71.5,Sunny
2023-01-05 08:00:00,2740,Sunny,0,33.1,62.0,Sunny
2023-01-05 09:00:00,3890,Sunny,0,-1.9,46.5,Sunny
2023-01-05 10:00:00,1078,Sunny,0,30.6,98.4,Sunny
2023-01-05 11:00:00,552,Sunny,0,32.7,45.6,Sunny
2023-01-05 12:00:00,4543,Rainy,0,35.7,79.5,Rainy
2023-01-05 13:00:00,920,Cloudy,0,3.3,62.6,Cloudy
2023-01-05 14:00:00,4538,Sunny,0,35.2,68.7,Sunny
2023-01-05 15:00:00,256,Sunny,0,6.0,51.5,Sunny
2023-01-05 16:00:00,1534,Rainy,0,17.6,97.2,Rainy
2023-01-05 17:00:00,913,Cloudy,1,-7.5,65.7,Cloudy
2023-01-05 18:00:00,2840,Rainy,0,-7.8,95.0,Rainy
2023-01-05 19:00:00,613,Sunny,0,26.0,20.6,Sunny
2023-01-05 20:00:00,4241,Rainy,0,12.2,65.8,Rainy
2023-01-05 21:00:00,1807,Sunny,1,2.8,77.4,Sunny
2023-01-05 22:00:00,1728,Rainy,0,-0.5,79.6,Rainy
2023-01-05 23:00:00,3292,Sunny,0,23.5,92.4,Sunny
2023-01-06 00:00:00,4686,Sunny,0,-10.0,20.4,Sunny
2023-01-06 01:00:00,1109,Sunny,0,30.3,20.0,Sunny
2023-01-06 02:00:00,1772,Rainy,0,-6.0,57.8,Rainy
2023-01-06 03:00:00,3364,Sunny,1,-0.4,22.3,Sunny
2023-01-06 04:00:00,3207,Sunny,0,9.3,98.0,Sunny
2023-01-06 05:00:00,2675,Rainy,0,14.2,37.8,Rainy
2023-01-06 06:00:00,2779,Sunny,0,7.7,57.8,Sunny
2023-01-06 07:00:00,1647,Snowy,1,6.0,24.9,Snowy
2023-01-06 08:00:00,3110,Cloudy,0,38.2,61.8,Cloudy
2023-01-06 09:00:00,2743,Sunny,0,22.1,50.4,Sunny
2023-01-06 10:00:00,4941,Sunny,0,-8.8,23.6,Sunny
2023-01-06 11:00:00,3677,Cloudy,0,11.5,46.8,Cloudy
2023-01-06 12:00:00,1413,Rainy,0,33.8,51.3,Rainy
2023-01-06 13:00:00,2031,Sunny,0,5.1,99.2,Sunny
2023-01-06 14:00:00,1713,Rainy,0,-5.3,36.6,Rainy
2023-01-06 15:00:00,1579,Rainy,0,27.9,63.6,Rainy
2023-01-06 16:00:00,2088,Sunny,0,20.3,99.0,Sunny
2023-01-06 17:00:00,3352,Rainy,0,18.5,83.4,Rainy
2023-01-06 18:00:00,2287,Sunny,0,-7.3,99.5,Sunny
2023-01-06 19:00:00,1356,Sunny,0,-3.0,97.5,Sunny
2023-01-06 20:00:00,4079,Rainy,0,21.1,59.2,Rainy
2023-01-06 21:00:00,2725,Sunny,0,0.4,75.7,Sunny
2023-01-06 22:00:00,1332,Cloudy,0,15.2,28.8,Cloudy
2023-01-06 23:00:00,759,Sunny,0,17.2,55.3,Sunny
2023-01-07 00:00:00,4794,Snowy,0,4.2,84.7,Snowy
2023-01-07 01:00:00,4463,Sunny,0,37.4,60.4,Sunny
2023-01-07 02:00:00,3798,Rainy,1,32.1,76.2,Rainy
2023-01-07 03:00:00,4829,Rainy,0,26.1,79.7,Rainy
2023-01-07 04:00:00,713,Sunny,0,-6.1,40.3,Sunny
2023-01-07 05:00:00,2048,Sunny,1,-4.7,90.1,Sunny
2023-01-07 06:00:00,3495,Sunny,0,14.6,56.8,Sunny
2023-01-07 07:00:00,3793,Rainy,0,-2.0,36.8,Rainy
2023-01-07 08:00:00,1545,Rainy,0,38.9,89.2,Rainy
2023-01-07 09:00:00,3354,Sunny,0,-2.1,53.4,Sunny
2023-01-07 10:00:00,3813,Rainy,0,14.4,80.0,Rainy
2023-01-07 11:00:00,1903,Cloudy,0,8.2,63.8,Cloudy
2023-01-07 12:00:00,4709,Sunny,1,22.0,50.5,Sunny
2023-01-07 13:00:00,1341,Cloudy,0,-3.5,84.8,Cloudy
2023-01-07 14:00:00,3631,Sunny,1,11.5,66.8,Sunny
2023-01-07 15:00:00,3507,Sunny,0,3.7,51.2,Sunny
2023-01-07 16:00:00,1686,Rainy,0,34.4,28.8,Rainy
2023-01-07 17:00:00,3746,Rainy,0,-8.0,91.6,Rainy
2023-01-07 18:00:00,3049,Cloudy,0,35.7,22.8,Cloudy
2023-01-07 19:00:00,3202,Cloudy,0,31.6,89.1,Cloudy
2023-01-07 20:00:00,748,Cloudy,1,4.9,48.8,Cloudy
2023-01-07 21:00:00,2210,Rainy,0,29.5,71.1,Rainy
2023-01-07 22:00:00,4147,Rainy,0,-8.4,93.8,Rainy
2023-01-07 23:00:00,4787,Snowy,0,38.3,32.1,Snowy
2023-01-08 00:00:00,904,Sunny,1,16.3,65.4,Sunny
2023-01-08 01:00:00,3524,Rainy,0,5.2,81.2,Rainy
2023-01-08 02:00:00,1757,Snowy,0,8.1,80.6,Snowy
2023-01-08 03:00:00,2827,Rainy,0,-6.7,62.1,Rainy
2023-01-08 04:00:00,1783,Sunny,0,39.5,70.0,Sunny
2023-01-08 05:00:00,4981,Sunny,1,-8.0,80.6,Sunny
2023-01-08 06:00:00,3560,Cloudy,0,22.7,87.3,Cloudy
2023-01-08 07:00:00,252,Cloudy,0,12.1,80.9,Cloudy
2023-01-08 08:00:00,3305,Rainy,0,37.4,48.3,Rainy
2023-01-08 09:00:00,4268,Sunny,0,2.3,99.7,Sunny
2023-01-08 10:00:00,4546,Cloudy,0,16.6,54.8,Cloudy
2023-01-08 11:00:00,816,Rainy,0,14.1,22.0,Rainy
2023-01-08 12:00:00,4439,Sunny,0,25.1,49.0,Sunny
2023-01-08 13:00:00,2377,Rainy,0,-6.6,30.2,Rainy
2023-01-08 14:00:00,2981,Sunny,0,-0.3,29.7,Sunny
2023-01-08 15:00:00,247,Rainy,0,0.7,42.5,Rainy
2023-01-08 16:00:00,1980,Sunny,0,26.9,24.3,Sunny
2023-01-08 17:00:00,3632,Sunny,1,-0.5,75.1,Sunny
2023-01-08 18:00:00,658,Sunny,1,18.7,25.9,Sunny
2023-01-08 19:00:00,3322,Sunny,1,0.8,36.3,Sunny
2023-01-08 20:00:00,1197,Rainy,1,33.1,27.4,Rainy
2023-01-08 21:00:00,4332,Cloudy,0,37.1,25.1,Cloudy
2023-01-08 22:00:00,3447,Snowy,1,15.9,41.4,Snowy
2023-01-08 23:00:00,2561,Sunny,0,7.6,65.8,Sunny
2023-01-09 00:00:00,1844,Rainy,0,1.7,97.2,Rainy
2023-01-09 01:00:00,709,Sunny,0,-7.5,90.0,Sunny
2023-01-09 02:00:00,2861,Sunny,0,3.4,90.1,Sunny
2023-01-09 03:00:00,1419,Rainy,0,22.7,34.1,Rainy
2023-01-09 04:00:00,2036,Rainy,1,16.7,41.2,Rainy
2023-01-09 05:00:00,196,Sunny,0,37.2,26.1,Sunny
2023-01-09 06:00:00,3269,Cloudy,0,9.8,82.3,Cloudy
2023-01-09 07:00:00,2961,Sunny,0,24.7,25.6,Sunny
2023-01-09 08:00:00,1784,Cloudy,0,14.5,64.5,Cloudy
2023-01-09 09:00:00,1893,Rainy,0,15.6,39.8,Rainy
2023-01-09 10:00:00,538,Sunny,0,3.4,39.5,Sunny
2023-01-09 11:00:00,3026,Cloudy,0,12.7,99.3,Cloudy
2023-01-09 12:00:00,2009,Sunny,0,13.5,80.5,Sunny
2023-01-09 13:00:00,2435,Sunny,0,25.3,87.0,Sunny
2023-01-09 14:00:00,2969,Sunny,0,37.0,65.8,Sunny
2023-01-09 15:00:00,4786,Sunny,0,6.5,89.7,Sunny
2023-01-09 16:00:00,1852,Sunny,0,-7.9,71.6,Sunny
2023-01-09 17:00:00,4111,Sunny,0,14.8,95.7,Sunny
2023-01-09 18:00:00,3419,Rainy,0,17.2,42.5,Rainy
2023-01-09 19:00:00,312,Rainy,0,-1.6,67.6,Rainy
2023-01-09 20:00:00,673,Rainy,0,28.0,75.2,Rainy
2023-01-09 21:00:00,1066,Sunny,0,39.2,51.4,Sunny
2023-01-09 22:00:00,3693,Sunny,0,37.3,90.4,Sunny
2023-01-09 23:00:00,2099,Sunny,0,-0.1,98.4,Sunny
2023-01-10 00:00:00,3773,Sunny,0,33.8,59.5,Sunny
2023-01-10 01:00:00,4598,Sunny,0,25.2,51.3,Sunny
2023-01-10 02:00:00,3158,Sunny,0,12.7,57.8,Sunny
2023-01-10 03:00:00,4140,Sunny,0,17.0,88.2,Sunny
2023-01-10 04:00:00,2106,Snowy,0,32.5,71.6,Snowy
2023-01-10 05:00:00,3220,Cloudy,0,14.0,23.6,Cloudy
2023-01-10 06:00:00,1732,Sunny,0,8.7,63.4,Sunny
2023-01-10 07:00:00,2305,Rainy,0,14.7,21.4,Rainy
2023-01-10 08:00:00,1204,Sunny,0,19.0,82.3,Sunny
2023-01-10 09:00:00,4549,Rainy,0,-0.5,46.3,Rainy
2023-01-10 10:00:00,3241,Cloudy,1,35.0,57.8,Cloudy
2023-01-10 11:00:00,1746,Snowy,0,23.7,83.9,Snowy
2023-01-10 12:00:00,4041,Cloudy,0,21.7,23.7,Cloudy
2023-01-10 13:00:00,4773,Rainy,0,-5.0,32.7,Rainy
2023-01-10 14:00:00,4732,Cloudy,0,20.2,51.8,Cloudy
2023-01-10 15:00:00,1698,Cloudy,0,-4.0,38.4,Cloudy
2023-01-10 16:00:00,1495,Sunny,0,-6.1,47.0,Sunny
2023-01-10 17:00:00,4249,Cloudy,1,16.4,99.9,Cloudy
2023-01-10 18:00:00,3973,Sunny,0,10.1,86.0,Sunny
2023-01-10 19:00:00,303,Rainy,0,19.4,90.7,Rainy
2023-01-10 20:00:00,3233,Sunny,0,-5.5,95.0,Sunny
2023-01-10 21:00:00,2607,Sunny,0,11.5,47.3,Sunny
2023-01-10 22:00:00,148,Rainy,0,-1.3,43.8,Rainy
2023-01-10 23:00:00,2250,Rainy,0,39.4,38.7,Rainy
2023-01-11 00:00:00,3011,Sunny,0,18.1,86.4,Sunny
2023-01-11 01:00:00,4483,Sunny,0,24.4,74.4,Sunny
2023-01-11 02:00:00,3827,Sunny,0,6.3,38.9,Sunny
2023-01-11 03:00:00,2919,Sunny,0,-5.3,50.2,Sunny
2023-01-11 04:00:00,3284,Sunny,0,38.8,60.5,Sunny
2023-01-11 05:00:00,3841,Rainy,0,4.3,62.3,Rainy
2023-01-11 06:00:00,1006,Cloudy,0,11.2,91.1,Cloudy
2023-01-11 07:00:00,4117,Sunny,0,22.5,50.4,Sunny
2023-01-11 08:00:00,210,Sunny,0,-8.8,92.7,Sunny
2023-01-11 09:00:00,4543,Sunny,0,30.5,55.3,Sunny
2023-01-11 10:00:00,1350,Sunny,1,16.8,79.7,Sunny
2023-01-11 11:00:00,4961,Cloudy,1,3.9,94.4,Cloudy
2023-01-11 12:00:00,4037,Rainy,0,-6.9,92.6,Rainy
2023-01-11 13:00:00,1577,Sunny,0,-1.9,24.6,Sunny
2023-01-11 14:00:00,1268,Rainy,0,34.8,36.5,Rainy
2023-01-11 15:00:00,4546,Sunny,1,24.3,58.2,Sunny
2023-01-11 16:00:00,4785,Rainy,0,2.5,54.5,Rainy
2023-01-11 17:00:00,3154,Sunny,0,-6.7,71.3,Sunny
2023-01-11 18:00:00,2785,Rainy,0,24.5,95.6,Rainy
2023-01-11 19:00:00,4605,Sunny,0,18.6,29.0,Sunny
2023-01-11 20:00:00,1004,Rainy,0,10.2,56.1,Rainy
2023-01-11 21:00:00,4615,Sunny,0,8.2,35.4,Sunny
2023-01-11 22:00:00,3496,Sunny,0,0.8,91.5,Sunny
2023-01-11 23:00:00,1095,Sunny,0,23.5,97.2,Sunny
2023-01-12 00:00:00,1743,Sunny,0,38.5,58.3,Sunny
2023-01-12 01:00:00,3486,Rainy,1,-1.2,28.3,Rainy
2023-01-12 02:00:00,612,Sunny,0,19.9,82.8,Sunny
2023-01-12 03:00:00,2535,Sunny,0,11.2,75.8,Sunny
2023-01-12 04:00:00,3404,Sunny,0,12.3,48.4,Sunny
2023-01-12 05:00:00,275,Rainy,0,2.7,91.0,Rainy
2023-01-12 06:00:00,4943,Sunny,1,31.3,98.1,Sunny
2023-01-12 07:00:00,1009,Sunny,0,14.3,64.6,Sunny
2023-01-12 08:00:00,4598,Sunny,0,17.2,65.3,Sunny
2023-01-12 09:00:00,3117,Rainy,1,5.2,43.8,Rainy
2023-01-12 10:00:00,865,Snowy,0,-0.9,66.8,Snowy
2023-01-12 11:00:00,4804,Sunny,0,-5.7,55.2,Sunny
2023-01-12 12:00:00,4692,Sunny,0,25.7,44.2,Sunny
2023-01-12 13:00:00,3170,Rainy,0,-0.2,25.4,Rainy
2023-01-12 14:00:00,66,Rainy,0,24.5,40.2,Rainy
2023-01-12 15:00:00,1293,Snowy,0,9.5,35.8,Snowy
2023-01-12 16:00:00,2255,Rainy,0,10.8,63.4,Rainy
2023-01-12 17:00:00,2574,Sunny,1,13.5,68.1,Sunny
2023-01-12 18:00:00,1119,Rainy,0,8.4,68.7,Rainy
2023-01-12 19:00:00,3494,Rainy,0,-5.0,51.1,Rainy
2023-01-12 20:00:00,2615,Sunny,1,5.5,53.7,Sunny
2023-01-12 21:00:00,1110,Rainy,0,23.2,86.7,Rainy
2023-01-12 22:00:00,2377,Sunny,0,23.3,58.1,Sunny
2023-01-12 23:00:00,3470,Sunny,0,4.3,99.0,Sunny
2023-01-13 00:00:00,351,Rainy,0,13.0,55.2,Rainy
2023-01-13 01:00:00,4326,Cloudy,0,-0.3,72.0,Cloudy
2023-01-13 02:00:00,656,Cloudy,0,0.5,24.0,Cloudy
2023-01-13 03:00:00,3220,Sunny,0,-8.8,72.3,Sunny
2023-01-13 04:00:00,749,Rainy,0,34.8,88.1,Rainy
2023-01-13 05:00:00,1189,Cloudy,1,0.5,95.4,Cloudy
2023-01-13 06:00:00,240,Sunny,0,1.4,99.8,Sunny
2023-01-13 07:00:00,2350,Rainy,0,4.0,42.6,Rainy
2023-01-13 08:00:00,1030,Rainy,0,-3.6,66.0,Rainy
2023-01-13 09:00:00,3025,Sunny,0,22.0,56.1,Sunny
2023-01-13 10:00:00,1234,Rainy,0,-6.2,65.1,Rainy
2023-01-13 11:00:00,3377,Rainy,0,-3.3,32.6,Rainy
2023-01-13 12:00:00,3444,Cloudy,1,22.2,88.5,Cloudy
2023-01-13 13:00:00,177,Rainy,1,7.0,92.8,Rainy
2023-01-13 14:00:00,2115,Snowy,0,25.4,56.0,Snowy
2023-01-13 15:00:00,1866,Rainy,0,17.9,42.4,Rainy
2023-01-13 16:00:00,619,Rainy,0,2.8,31.3,Rainy
2023-01-13 17:00:00,1945,Rainy,0,22.5,74.7,Rainy
2023-01-13 18:00:00,2783,Sunny,0,-4.2,45.0,Sunny
2023-01-13 19:00:00,3913,Sunny,0,16.8,92.8,Sunny
2023-01-13 20:00:00,4771,Rainy,0,11.9,73.7,Rainy
2023-01-13 21:00:00,4064,Rainy,0,3.4,71.7,Rainy
2023-01-13 22:00:00,2951,Cloudy,0,20.2,64.8,Cloudy
2023-01-13 23:00:00,1736,Sunny,0,33.6,23.7,Sunny
2023-01-14 00:00:00,3059,Cloudy,0,39.9,94.6,Cloudy
2023-01-14 01:00:00,204,Cloudy,0,20.4,70.2,Cloudy
2023-01-14 02:00:00,2587,Cloudy,0,10.2,99.5,Cloudy
2023-01-14 03:00:00,1459,Rainy,1,1.3,63.0,Rainy
2023-01-14 04:00:00,4107,Sunny,0,2.9,76.8,Sunny
2023-01-14 05:00:00,834,Rainy,0,14.0,24.5,Rainy
2023-01-14 06:00:00,3225,Rainy,0,8.4,70.5,Rainy
2023-01-14 07:00:00,4391,Sunny,0,35.7,81.2,Sunny
2023-01-14 08:00:00,2856,Cloudy,0,8.4,82.3,Cloudy
2023-01-14 09:00:00,587,Sunny,0,8.7,81.6,Sunny
2023-01-14 10:00:00,1891,Cloudy,0,9.2,38.1,Cloudy
2023-01-14 11:00:00,2505,Sunny,0,31.8,98.0,Sunny
2023-01-14 12:00:00,574,Sunny,0,22.5,99.6,Sunny
2023-01-14 13:00:00,3000,Sunny,0,20.7,26.0,Sunny
2023-01-14 14:00:00,4181,Sunny,0,6.7,94.9,Sunny
2023-01-14 15:00:00,4830,Sunny,0,30.9,43.2,Sunny
2023-01-14 16:00:00,4165,Cloudy,0,-8.1,75.1,Cloudy
2023-01-14 17:00:00,2418,Rainy,0,33.5,47.0,Rainy
2023-01-14 18:00:00,3897,Rainy,0,15.6,97.4,Rainy
2023-01-14 19:00:00,4545,Snowy,0,9.9,28.1,Snowy
2023-01-14 20:00:00,2751,Sunny,0,14.9,59.8,Sunny
2023-01-14 21:00:00,1021,Cloudy,0,23.4,54.2,Cloudy
2023-01-14 22:00:00,1216,Cloudy,0,-9.4,46.1,Cloudy
2023-01-14 23:00:00,4979,Sunny,1,33.6,71.6,Sunny
2023-01-15 00:00:00,2824,Sunny,1,12.3,30.5,Sunny
2023-01-15 01:00:00,2032,Rainy,0,7.1,77.3,Rainy
2023-01-15 02:00:00,903,Rainy,0,-3.1,98.4,Rainy
2023-01-15 03:00:00,4196,Rainy,0,12.0,84.4,Rainy
2023-01-15 04:00:00,3786,Cloudy,0,14.8,88.8,Cloudy
2023-01-15 05:00:00,3819,Rainy,0,10.2,48.8,Rainy
2023-01-15 06:00:00,624,Sunny,0,23.9,46.0,Sunny
2023-01-15 07:00:00,3311,Rainy,0,11.0,61.4,Rainy
2023-01-15 08:00:00,1198,Sunny,0,38.1,23.7,Sunny
2023-01-15 09:00:00,1765,Rainy,0,20.0,95.6,Rainy
2023-01-15 10:00:00,4827,Sunny,0,30.4,31.5,Sunny
2023-01-15 11:00:00,4983,Rainy,0,-4.5,92.2,Rainy
2023-01-15 12:00:00,3904,Rainy,0,9.9,26.7,Rainy
2023-01-15 13:00:00,2541,Rainy,1,6.8,85.8,Rainy
2023-01-15 14:00:00,2710,Snowy,0,18.5,32.2,Snowy
2023-01-15 15:00:00,3174,Rainy,0,33.1,23.1,Rainy
2023-01-15 16:00:00,3101,Sunny,0,-6.1,77.6,Sunny
2023-01-15 17:00:00,54,Sunny,0,-6.4,42.4,Sunny
2023-01-15 18:00:00,4919,Rainy,0,32.5,77.2,Rainy
2023-01-15 19:00:00,926,Rainy,1,0.6,64.4,Rainy
2023-01-15 20:00:00,1041,Sunny,0,23.4,28.7,Sunny
2023-01-15 21:00:00,4192,Sunny,0,17.1,94.6,Sunny
2023-01-15 22:00:00,4414,Sunny,0,31.6,56.2,Sunny
2023-01-15 23:00:00,4515,Cloudy,1,-3.7,78.8,Cloudy
2023-01-16 00:00:00,685,Sunny,0,-3.5,60.1,Sunny
2023-01-16 01:00:00,1743,Sunny,0,17.8,68.3,Sunny
2023-01-16 02:00:00,1732,Snowy,0,37.3,44.2,Snowy
2023-01-16 03:00:00,4802,Sunny,0,10.7,36.0,Sunny
2023-01-16 04:00:00,169,Snowy,0,6.3,63.4,Snowy
2023-01-16 05:00:00,880,Sunny,0,20.3,55.2,Sunny
2023-01-16 06:00:00,3725,Cloudy,0,36.5,51.2,Cloudy
2023-01-16 07:00:00,1419,Rainy,0,31.8,73.8,Rainy
2023-01-16 08:00:00,790,Cloudy,0,39.8,75.2,Cloudy
2023-01-16 09:00:00,166,Snowy,1,-8.9,23.7,Snowy
2023-01-16 10:00:00,2888,Cloudy,0,-4.4,47.1,Cloudy
2023-01-16 11:00:00,1200,Sunny,0,20.5,52.9,Sunny
2023-01-16 12:00:00,1981,Sunny,0,31.0,27.8,Sunny
2023-01-16 13:00:00,1062,Sunny,0,4.3,38.9,Sunny
2023-01-16 14:00:00,1714,Sunny,0,2.0,24.1,Sunny
2023-01-16 15:00:00,1131,Rainy,0,29.3,99.7,Rainy
2023-01-16 16:00:00,4779,Cloudy,0,-7.2,78.9,Cloudy
2023-01-16 17:00:00,562,Snowy,0,8.5,27.0,Snowy
2023-01-16 18:00:00,2899,Sunny,0,15.3,21.6,Sunny
2023-01-16 19:00:00,609,Sunny,0,18.0,77.5,Sunny
2023-01-16 20:00:00,3722,Rainy,0,26.4,55.1,Rainy
2023-01-16 21:00:00,4633,Rainy,0,7.7,82.9,Rainy
2023-01-16 22:00:00,3393,Sunny,0,20.6,93.9,Sunny
