timestamp,temperature,humidity,weather_condition
2023-01-05 07:00:00,23.4,71.5,Sunny
2023-01-05 08:00:00,33.1,62.0,Sunny
2023-01-05 09:00:00,-1.9,46.5,Sunny
2023-01-05 10:00:00,30.6,98.4,Sunny
2023-01-05 11:00:00,32.7,45.6,Sunny
2023-01-05 12:00:00,35.7,79.5,Rainy
2023-01-05 13:00:00,3.3,62.6,Cloudy
2023-01-05 14:00:00,35.2,68.7,Sunny
2023-01-05 15:00:00,6.0,51.5,Sunny
2023-01-05 16:00:00,17.6,97.2,Rainy
2023-01-05 17:00:00,-7.5,65.7,Cloudy
2023-01-05 18:00:00,-7.8,95.0,Rainy
2023-01-05 19:00:00,26.0,20.6,Sunny
2023-01-05 20:00:00,12.2,65.8,Rainy
2023-01-05 21:00:00,2.8,77.4,Sunny
2023-01-05 22:00:00,-0.5,79.6,Rainy
2023-01-05 23:00:00,23.5,92.4,Sunny
2023-01-06 00:00:00,-10.0,20.4,Sunny
2023-01-06 01:00:00,30.3,20.0,Sunny
2023-01-06 02:00:00,-6.0,57.8,Rainy
2023-01-06 03:00:00,-0.4,22.3,Sunny
2023-01-06 04:00:00,9.3,98.0,Sunny
2023-01-06 05:00:00,14.2,37.8,Rainy
2023-01-06 06:00:00,7.7,57.8,Sunny
2023-01-06 07:00:00,6.0,24.9,Snowy
2023-01-06 08:00:00,38.2,61.8,Cloudy
2023-01-06 09:00:00,22.1,50.4,Sunny
2023-01-06 10:00:00,-8.8,23.6,Sunny
2023-01-06 11:00:00,11.5,46.8,Cloudy
2023-01-06 12:00:00,33.8,51.3,Rainy
2023-01-06 13:00:00,5.1,99.2,Sunny
2023-01-06 14:00:00,-5.3,36.6,Rainy
2023-01-06 15:00:00,27.9,63.6,Rainy
2023-01-06 16:00:00,20.3,99.0,Sunny
2023-01-06 17:00:00,18.5,83.4,Rainy
2023-01-06 18:00:00,-7.3,99.5,Sunny
2023-01-06 19:00:00,-3.0,97.5,Sunny
2023-01-06 20:00:00,21.1,59.2,Rainy
2023-01-06 21:00:00,0.4,75.7,Sunny
2023-01-06 22:00:00,15.2,28.8,Cloudy
2023-01-06 23:00:00,17.2,55.3,Sunny
2023-01-07 00:00:00,4.2,84.7,Snowy
2023-01-07 01:00:00,37.4,60.4,Sunny
2023-01-07 02:00:00,32.1,76.2,Rainy
2023-01-07 03:00:00,26.1,79.7,Rainy
2023-01-07 04:00:00,-6.1,40.3,Sunny
2023-01-07 05:00:00,-4.7,90.1,Sunny
2023-01-07 06:00:00,14.6,56.8,Sunny
2023-01-07 07:00:00,-2.0,36.8,Rainy
2023-01-07 08:00:00,38.9,89.2,Rainy
2023-01-07 09:00:00,-2.1,53.4,Sunny
2023-01-07 10:00:00,14.4,80.0,Rainy
2023-01-07 11:00:00,8.2,63.8,Cloudy
2023-01-07 12:00:00,22.0,50.5,Sunny
2023-01-07 13:00:00,-3.5,84.8,Cloudy
2023-01-07 14:00:00,11.5,66.8,Sunny
2023-01-07 15:00:00,3.7,51.2,Sunny
2023-01-07 16:00:00,34.4,28.8,Rainy
2023-01-07 17:00:00,-8.0,91.6,Rainy
2023-01-07 18:00:00,35.7,22.8,Cloudy
2023-01-07 19:00:00,31.6,89.1,Cloudy
2023-01-07 20:00:00,4.9,48.8,Cloudy
2023-01-07 21:00:00,29.5,71.1,Rainy
2023-01-07 22:00:00,-8.4,93.8,Rainy
2023-01-07 23:00:00,38.3,32.1,Snowy
2023-01-08 00:00:00,16.3,65.4,Sunny
2023-01-08 01:00:00,5.2,81.2,Rainy
2023-01-08 02:00:00,8.1,80.6,Snowy
2023-01-08 03:00:00,-6.7,62.1,Rainy
2023-01-08 04:00:00,39.5,70.0,Sunny
2023-01-08 05:00:00,-8.0,80.6,Sunny
2023-01-08 06:00:00,22.7,87.3,Cloudy
2023-01-08 07:00:00,12.1,80.9,Cloudy
2023-01-08 08:00:00,37.4,48.3,Rainy
2023-01-08 09:00:00,2.3,99.7,Sunny
2023-01-08 10:00:00,16.6,54.8,Cloudy
2023-01-08 11:00:00,14.1,22.0,Rainy
2023-01-08 12:00:00,25.1,49.0,Sunny
2023-01-08 13:00:00,-6.6,30.2,Rainy
2023-01-08 14:00:00,-0.3,29.7,Sunny
2023-01-08 15:00:00,0.7,42.5,Rainy
2023-01-08 16:00:00,26.9,24.3,Sunny
2023-01-08 17:00:00,-0.5,75.1,Sunny
2023-01-08 18:00:00,18.7,25.9,Sunny
2023-01-08 19:00:00,0.8,36.3,Sunny
2023-01-08 20:00:00,33.1,27.4,Rainy
2023-01-08 21:00:00,37.1,25.1,Cloudy
2023-01-08 22:00:00,15.9,41.4,Snowy
2023-01-08 23:00:00,7.6,65.8,Sunny
2023-01-09 00:00:00,1.7,97.2,Rainy
2023-01-09 01:00:00,-7.5,90.0,Sunny
2023-01-09 02:00:00,3.4,90.1,Sunny
2023-01-09 03:00:00,22.7,34.1,Rainy
2023-01-09 04:00:00,16.7,41.2,Rainy
2023-01-09 05:00:00,37.2,26.1,Sunny
2023-01-09 06:00:00,9.8,82.3,Cloudy
2023-01-09 07:00:00,24.7,25.6,Sunny
2023-01-09 08:00:00,14.5,64.5,Cloudy
2023-01-09 09:00:00,15.6,39.8,Rainy
2023-01-09 10:00:00,3.4,39.5,Sunny
2023-01-09 11:00:00,12.7,99.3,Cloudy
2023-01-09 12:00:00,13.5,80.5,Sunny
2023-01-09 13:00:00,25.3,87.0,Sunny
2023-01-09 14:00:00,37.0,65.8,Sunny
2023-01-09 15:00:00,6.5,89.7,Sunny
2023-01-09 16:00:00,-7.9,71.6,Sunny
2023-01-09 17:00:00,14.8,95.7,Sunny
2023-01-09 18:00:00,17.2,42.5,Rainy
2023-01-09 19:00:00,-1.6,67.6,Rainy
2023-01-09 20:00:00,28.0,75.2,Rainy
2023-01-09 21:00:00,39.2,51.4,Sunny
2023-01-09 22:00:00,37.3,90.4,Sunny
2023-01-09 23:00:00,-0.1,98.4,Sunny
2023-01-10 00:00:00,33.8,59.5,Sunny
2023-01-10 01:00:00,25.2,51.3,Sunny
2023-01-10 02:00:00,12.7,57.8,Sunny
2023-01-10 03:00:00,17.0,88.2,Sunny
2023-01-10 04:00:00,32.5,71.6,Snowy
2023-01-10 05:00:00,14.0,23.6,Cloudy
2023-01-10 06:00:00,8.7,63.4,Sunny
2023-01-10 07:00:00,14.7,21.4,Rainy
2023-01-10 08:00:00,19.0,82.3,Sunny
2023-01-10 09:00:00,-0.5,46.3,Rainy
2023-01-10 10:00:00,35.0,57.8,Cloudy
2023-01-10 11:00:00,23.7,83.9,Snowy
2023-01-10 12:00:00,21.7,23.7,Cloudy
2023-01-10 13:00:00,-5.0,32.7,Rainy
2023-01-10 14:00:00,20.2,51.8,Cloudy
2023-01-10 15:00:00,-4.0,38.4,Cloudy
2023-01-10 16:00:00,-6.1,47.0,Sunny
2023-01-10 17:00:00,16.4,99.9,Cloudy
2023-01-10 18:00:00,10.1,86.0,Sunny
2023-01-10 19:00:00,19.4,90.7,Rainy
2023-01-10 20:00:00,-5.5,95.0,Sunny
2023-01-10 21:00:00,11.5,47.3,Sunny
2023-01-10 22:00:00,-1.3,43.8,Rainy
2023-01-10 23:00:00,39.4,38.7,Rainy
2023-01-11 00:00:00,18.1,86.4,Sunny
2023-01-11 01:00:00,24.4,74.4,Sunny
2023-01-11 02:00:00,6.3,38.9,Sunny
2023-01-11 03:00:00,-5.3,50.2,Sunny
2023-01-11 04:00:00,38.8,60.5,Sunny
2023-01-11 05:00:00,4.3,62.3,Rainy
2023-01-11 06:00:00,11.2,91.1,Cloudy
2023-01-11 07:00:00,22.5,50.4,Sunny
2023-01-11 08:00:00,-8.8,92.7,Sunny
2023-01-11 09:00:00,30.5,55.3,Sunny
2023-01-11 10:00:00,16.8,79.7,Sunny
2023-01-11 11:00:00,3.9,94.4,Cloudy
2023-01-11 12:00:00,-6.9,92.6,Rainy
2023-01-11 13:00:00,-1.9,24.6,Sunny
2023-01-11 14:00:00,34.8,36.5,Rainy
2023-01-11 15:00:00,24.3,58.2,Sunny
2023-01-11 16:00:00,2.5,54.5,Rainy
2023-01-11 17:00:00,-6.7,71.3,Sunny
2023-01-11 18:00:00,24.5,95.6,Rainy
2023-01-11 19:00:00,18.6,29.0,Sunny
2023-01-11 20:00:00,10.2,56.1,Rainy
2023-01-11 21:00:00,8.2,35.4,Sunny
2023-01-11 22:00:00,0.8,91.5,Sunny
2023-01-11 23:00:00,23.5,97.2,Sunny
2023-01-12 00:00:00,38.5,58.3,Sunny
2023-01-12 01:00:00,-1.2,28.3,Rainy
2023-01-12 02:00:00,19.9,82.8,Sunny
2023-01-12 03:00:00,11.2,75.8,Sunny
2023-01-12 04:00:00,12.3,48.4,Sunny
2023-01-12 05:00:00,2.7,91.0,Rainy
2023-01-12 06:00:00,31.3,98.1,Sunny
2023-01-12 07:00:00,14.3,64.6,Sunny
2023-01-12 08:00:00,17.2,65.3,Sunny
2023-01-12 09:00:00,5.2,43.8,Rainy
2023-01-12 10:00:00,-0.9,66.8,Snowy
2023-01-12 11:00:00,-5.7,55.2,Sunny
2023-01-12 12:00:00,25.7,44.2,Sunny
2023-01-12 13:00:00,-0.2,25.4,Rainy
2023-01-12 14:00:00,24.5,40.2,Rainy
2023-01-12 15:00:00,9.5,35.8,Snowy
2023-01-12 16:00:00,10.8,63.4,Rainy
2023-01-12 17:00:00,13.5,68.1,Sunny
2023-01-12 18:00:00,8.4,68.7,Rainy
2023-01-12 19:00:00,-5.0,51.1,Rainy
2023-01-12 20:00:00,5.5,53.7,Sunny
2023-01-12 21:00:00,23.2,86.7,Rainy
2023-01-12 22:00:00,23.3,58.1,Sunny
2023-01-12 23:00:00,4.3,99.0,Sunny
2023-01-13 00:00:00,13.0,55.2,Rainy
2023-01-13 01:00:00,-0.3,72.0,Cloudy
2023-01-13 02:00:00,0.5,24.0,Cloudy
2023-01-13 03:00:00,-8.8,72.3,Sunny
2023-01-13 04:00:00,34.8,88.1,Rainy
2023-01-13 05:00:00,0.5,95.4,Cloudy
2023-01-13 06:00:00,1.4,99.8,Sunny
2023-01-13 07:00:00,4.0,42.6,Rainy
2023-01-13 08:00:00,-3.6,66.0,Rainy
2023-01-13 09:00:00,22.0,56.1,Sunny
2023-01-13 10:00:00,-6.2,65.1,Rainy
2023-01-13 11:00:00,-3.3,32.6,Rainy
2023-01-13 12:00:00,22.2,88.5,Cloudy
2023-01-13 13:00:00,7.0,92.8,Rainy
2023-01-13 14:00:00,25.4,56.0,Snowy
2023-01-13 15:00:00,17.9,42.4,Rainy
2023-01-13 16:00:00,2.8,31.3,Rainy
2023-01-13 17:00:00,22.5,74.7,Rainy
2023-01-13 18:00:00,-4.2,45.0,Sunny
2023-01-13 19:00:00,16.8,92.8,Sunny
2023-01-13 20:00:00,11.9,73.7,Rainy
2023-01-13 21:00:00,3.4,71.7,Rainy
2023-01-13 22:00:00,20.2,64.8,Cloudy
2023-01-13 23:00:00,33.6,23.7,Sunny
2023-01-14 00:00:00,39.9,94.6,Cloudy
2023-01-14 01:00:00,20.4,70.2,Cloudy
2023-01-14 02:00:00,10.2,99.5,Cloudy
2023-01-14 03:00:00,1.3,63.0,Rainy
2023-01-14 04:00:00,2.9,76.8,Sunny
2023-01-14 05:00:00,14.0,24.5,Rainy
2023-01-14 06:00:00,8.4,70.5,Rainy
2023-01-14 07:00:00,35.7,81.2,Sunny
2023-01-14 08:00:00,8.4,82.3,Cloudy
2023-01-14 09:00:00,8.7,81.6,Sunny
2023-01-14 10:00:00,9.2,38.1,Cloudy
2023-01-14 11:00:00,31.8,98.0,Sunny
2023-01-14 12:00:00,22.5,99.6,Sunny
2023-01-14 13:00:00,20.7,26.0,Sunny
2023-01-14 14:00:00,6.7,94.9,Sunny
2023-01-14 15:00:00,30.9,43.2,Sunny
2023-01-14 16:00:00,-8.1,75.1,Cloudy
2023-01-14 17:00:00,33.5,47.0,Rainy
2023-01-14 18:00:00,15.6,97.4,Rainy
2023-01-14 19:00:00,9.9,28.1,Snowy
2023-01-14 20:00:00,14.9,59.8,Sunny
2023-01-14 21:00:00,23.4,54.2,Cloudy
2023-01-14 22:00:00,-9.4,46.1,Cloudy
2023-01-14 23:00:00,33.6,71.6,Sunny
2023-01-15 00:00:00,12.3,30.5,Sunny
2023-01-15 01:00:00,7.1,77.3,Rainy
2023-01-15 02:00:00,-3.1,98.4,Rainy
2023-01-15 03:00:00,12.0,84.4,Rainy
2023-01-15 04:00:00,14.8,88.8,Cloudy
2023-01-15 05:00:00,10.2,48.8,Rainy
2023-01-15 06:00:00,23.9,46.0,Sunny
2023-01-15 07:00:00,11.0,61.4,Rainy
2023-01-15 08:00:00,38.1,23.7,Sunny
2023-01-15 09:00:00,20.0,95.6,Rainy
2023-01-15 10:00:00,30.4,31.5,Sunny
2023-01-15 11:00:00,-4.5,92.2,Rainy
2023-01-15 12:00:00,9.9,26.7,Rainy
2023-01-15 13:00:00,6.8,85.8,Rainy
2023-01-15 14:00:00,18.5,32.2,Snowy
2023-01-15 15:00:00,33.1,23.1,Rainy
2023-01-15 16:00:00,-6.1,77.6,Sunny
2023-01-15 17:00:00,-6.4,42.4,Sunny
2023-01-15 18:00:00,32.5,77.2,Rainy
2023-01-15 19:00:00,0.6,64.4,Rainy
2023-01-15 20:00:00,23.4,28.7,Sunny
2023-01-15 21:00:00,17.1,94.6,Sunny
2023-01-15 22:00:00,31.6,56.2,Sunny
2023-01-15 23:00:00,-3.7,78.8,Cloudy
2023-01-16 00:00:00,-3.5,60.1,Sunny
2023-01-16 01:00:00,17.8,68.3,Sunny
2023-01-16 02:00:00,37.3,44.2,Snowy
2023-01-16 03:00:00,10.7,36.0,Sunny
2023-01-16 04:00:00,6.3,63.4,Snowy
2023-01-16 05:00:00,20.3,55.2,Sunny
2023-01-16 06:00:00,36.5,51.2,Cloudy
2023-01-16 07:00:00,31.8,73.8,Rainy
2023-01-16 08:00:00,39.8,75.2,Cloudy
2023-01-16 09:00:00,-8.9,23.7,Snowy
2023-01-16 10:00:00,-4.4,47.1,Cloudy
2023-01-16 11:00:00,20.5,52.9,Sunny
2023-01-16 12:00:00,31.0,27.8,Sunny
2023-01-16 13:00:00,4.3,38.9,Sunny
2023-01-16 14:00:00,2.0,24.1,Sunny
2023-01-16 15:00:00,29.3,99.7,Rainy
2023-01-16 16:00:00,-7.2,78.9,Cloudy
2023-01-16 17:00:00,8.5,27.0,Snowy
2023-01-16 18:00:00,15.3,21.6,Sunny
2023-01-16 19:00:00,18.0,77.5,Sunny
2023-01-16 20:00:00,26.4,55.1,Rainy
2023-01-16 21:00:00,7.7,82.9,Rainy
2023-01-16 22:00:00,20.6,93.9,Sunny
2023-01-16 23:00:00,19.3,67.9,Snowy
2023-01-17 00:00:00,17.4,35.0,Snowy
2023-01-17 01:00:00,22.0,82.6,Cloudy
2023-01-17 02:00:00,3.0,96.5,Sunny
2023-01-17 03:00:00,-5.8,66.4,Cloudy
2023-01-17 04:00:00,-4.0,74.6,Sunny
2023-01-17 05:00:00,1.2,47.0,Rainy
2023-01-17 06:00:00,15.0,50.5,Sunny
2023-01-17 07:00:00,32.0,78.8,Rainy
2023-01-17 08:00:00,25.1,94.2,Sunny
2023-01-17 09:00:00,29.5,70.3,Sunny
2023-01-17 10:00:00,7.5,83.2,Sunny
2023-01-17 11:00:00,10.2,33.7,Cloudy
2023-01-17 12:00:00,9.7,37.0,Cloudy
2023-01-17 13:00:00,-0.4,62.6,Sunny
2023-01-17 14:00:00,-6.9,34.1,Sunny
2023-01-17 15:00:00,19.5,70.8,Sunny
2023-01-17 16:00:00,39.5,43.3,Rainy
2023-01-17 17:00:00,-1.7,83.3,Sunny
2023-01-17 18:00:00,-7.7,84.6,Rainy
2023-01-17 19:00:00,29.0,57.1,Snowy
2023-01-17 20:00:00,2.6,34.5,Cloudy
2023-01-17 21:00:00,31.5,71.7,Rainy
2023-01-17 22:00:00,25.2,99.4,Sunny
2023-01-17 23:00:00,37.3,69.8,Rainy
2023-01-18 00:00:00,10.4,22.9,Sunny
2023-01-18 01:00:00,23.1,21.4,Sunny
2023-01-18 02:00:00,13.2,45.6,Rainy
2023-01-18 03:00:00,21.5,35.7,Rainy
2023-01-18 04:00:00,12.5,85.0,Rainy
2023-01-18 05:00:00,-0.6,87.6,Sunny
2023-01-18 06:00:00,15.4,40.7,Cloudy
2023-01-18 07:00:00,16.4,46.1,Rainy
2023-01-18 08:00:00,30.5,38.9,Rainy
2023-01-18 09:00:00,26.8,92.7,Sunny
2023-01-18 10:00:00,23.2,60.2,Rainy
2023-01-18 11:00:00,-4.3,72.5,Sunny
2023-01-18 12:00:00,26.0,53.2,Sunny
2023-01-18 13:00:00,15.0,70.5,Sunny
2023-01-18 14:00:00,34.7,50.9,Sunny
2023-01-18 15:00:00,36.0,47.2,Sunny
2023-01-18 16:00:00,-7.2,70.8,Sunny
2023-01-18 17:00:00,31.0,67.3,Rainy
2023-01-18 18:00:00,-8.1,43.5,Cloudy
2023-01-18 19:00:00,8.4,31.9,Sunny
2023-01-18 20:00:00,17.1,49.5,Snowy
2023-01-18 21:00:00,-2.6,53.2,Rainy
2023-01-18 22:00:00,27.3,70.3,Rainy
2023-01-18 23:00:00,-9.6,93.2,Rainy
2023-01-19 00:00:00,-1.6,22.9,Rainy
2023-01-19 01:00:00,19.0,39.5,Rainy
2023-01-19 02:00:00,25.7,35.5,Sunny
2023-01-19 03:00:00,35.8,60.2,Sunny
2023-01-19 04:00:00,25.3,54.4,Cloudy
2023-01-19 05:00:00,23.6,78.3,Sunny
2023-01-19 06:00:00,9.7,39.4,Sunny
2023-01-19 07:00:00,-9.9,67.6,Sunny
2023-01-19 08:00:00,-4.0,90.7,Cloudy
2023-01-19 09:00:00,16.7,92.9,Cloudy
2023-01-19 10:00:00,23.8,96.7,Rainy
2023-01-19 11:00:00,10.9,81.9,Sunny
2023-01-19 12:00:00,26.5,92.5,Rainy
2023-01-19 13:00:00,16.1,38.8,Rainy
2023-01-19 14:00:00,-6.3,35.8,Sunny
2023-01-19 15:00:00,-0.4,20.5,Sunny
2023-01-19 16:00:00,32.0,76.5,Sunny
2023-01-19 17:00:00,26.2,95.0,Sunny
2023-01-19 18:00:00,34.7,35.0,Sunny
2023-01-19 19:00:00,-4.1,71.0,Sunny
2023-01-19 20:00:00,39.5,79.7,Sunny
2023-01-19 21:00:00,0.5,94.2,Sunny
2023-01-19 22:00:00,-9.4,71.7,Sunny
2023-01-19 23:00:00,39.9,97.6,Rainy
2023-01-20 00:00:00,4.1,47.6,Sunny
2023-01-20 01:00:00,23.4,48.0,Sunny
2023-01-20 02:00:00,-1.2,63.4,Cloudy
2023-01-20 03:00:00,19.0,50.7,Rainy
2023-01-20 04:00:00,35.2,20.1,Rainy
2023-01-20 05:00:00,6.0,78.5,Rainy
2023-01-20 06:00:00,23.5,80.1,Sunny
2023-01-20 07:00:00,-0.6,79.8,Sunny
2023-01-20 08:00:00,21.2,47.6,Sunny
2023-01-20 09:00:00,6.8,61.8,Rainy
2023-01-20 10:00:00,0.6,48.8,Cloudy
2023-01-20 11:00:00,5.7,21.3,Sunny
2023-01-20 12:00:00,-1.1,65.0,Rainy
2023-01-20 13:00:00,35.1,29.9,Sunny
2023-01-20 14:00:00,9.9,26.4,Rainy
2023-01-20 15:00:00,2.3,80.4,Sunny
2023-01-20 16:00:00,12.4,20.8,Sunny
2023-01-20 17:00:00,6.0,96.7,Sunny
2023-01-20 18:00:00,27.2,61.2,Sunny
2023-01-20 19:00:00,38.6,98.6,Sunny
2023-01-20 20:00:00,11.9,24.6,Sunny
2023-01-20 21:00:00,33.1,66.7,Rainy
2023-01-20 22:00:00,18.3,47.9,Sunny
2023-01-20 23:00:00,-2.1,87.5,Sunny
2023-01-21 00:00:00,24.5,48.9,Rainy
2023-01-21 01:00:00,15.7,40.8,Sunny
2023-01-21 02:00:00,22.5,88.6,Sunny
2023-01-21 03:00:00,34.5,50.0,Sunny
2023-01-21 04:00:00,12.0,21.3,Sunny
2023-01-21 05:00:00,35.1,51.2,Sunny
2023-01-21 06:00:00,27.5,72.4,Sunny
2023-01-21 07:00:00,14.4,40.3,Rainy
2023-01-21 08:00:00,20.2,54.6,Sunny
2023-01-21 09:00:00,6.3,24.5,Rainy
2023-01-21 10:00:00,39.2,67.0,Rainy
2023-01-21 11:00:00,23.4,80.5,Sunny
2023-01-21 12:00:00,-7.8,53.1,Rainy
2023-01-21 13:00:00,6.3,53.6,Sunny
2023-01-21 14:00:00,21.2,27.1,Snowy
2023-01-21 15:00:00,-7.2,36.2,Snowy
2023-01-21 16:00:00,-8.8,32.4,Rainy
2023-01-21 17:00:00,12.5,58.5,Snowy
2023-01-21 18:00:00,6.6,62.3,Sunny
2023-01-21 19:00:00,11.9,95.9,Sunny
2023-01-21 20:00:00,3.1,25.9,Cloudy
2023-01-21 21:00:00,-1.8,68.0,Rainy
2023-01-21 22:00:00,24.5,62.1,Sunny
2023-01-21 23:00:00,15.7,61.3,Sunny
2023-01-22 00:00:00,0.0,89.9,Cloudy
2023-01-22 01:00:00,6.0,36.4,Cloudy
2023-01-22 02:00:00,19.6,23.3,Sunny
2023-01-22 03:00:00,-6.4,73.8,Sunny
2023-01-22 04:00:00,-2.6,47.6,Sunny
2023-01-22 05:00:00,-6.3,21.4,Cloudy
2023-01-22 06:00:00,30.6,40.1,Sunny
2023-01-22 07:00:00,27.6,44.7,Rainy
2023-01-22 08:00:00,27.7,69.3,Snowy
2023-01-22 09:00:00,25.8,33.8,Sunny
2023-01-22 10:00:00,23.5,53.0,Sunny
2023-01-22 11:00:00,13.8,58.6,Sunny
2023-01-22 12:00:00,22.1,56.7,Cloudy
2023-01-22 13:00:00,-8.1,97.9,Rainy
2023-01-22 14:00:00,21.1,23.6,Rainy
2023-01-22 15:00:00,28.9,96.1,Sunny
2023-01-22 16:00:00,15.0,66.6,Rainy
2023-01-22 17:00:00,7.9,83.7,Rainy
2023-01-22 18:00:00,3.9,54.4,Rainy
2023-01-22 19:00:00,22.1,56.3,Sunny
2023-01-22 20:00:00,24.6,90.3,Sunny
2023-01-22 21:00:00,33.5,91.7,Sunny
2023-01-22 22:00:00,7.1,39.1,Cloudy
2023-01-22 23:00:00,28.5,35.9,Rainy
2023-01-23 00:00:00,18.1,59.7,Sunny
